question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
1954,Tell me about a time when you influenced a product roadmap.,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Roadmap influence; behavioral question
1955,Tell me about a time when you influenced the roadmap for a team and brought about a shift in thought.,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Roadmap influence; behavioral question
1965,Tell me about a time when you made a prioritization tradeoff.,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Prioritization tradeoff; behavioral question
1967,Tell me about a time when you made an important decision without your boss's approval.,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Independent decision; behavioral question
2007,Tell me about a time when you were forced to prioritize multiple projects.,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Multi-project prioritization; behavioral question
2024,"Tell me about a time when your technical judgment influenced a program, leading to a change in project scope or roadmap.",🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Technical judgment; behavioral question
2028,Tell me about a time where you needed to make a decision with many options and very little time.,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Quick decision; behavioral question
2162,"To make the Pixel the best smartphone on the market, what are the main areas (top 3) you would prioritize?",🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Product prioritization; prioritization
2187,"Walmart's top product, dishwashing liquid, drives strong sales. Now eyeing the laptop market, would you invest in boosting dish soap production or launching a new laptop line?",🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Investment decision; prioritization
2299,What Google products would you deprecate or exit?,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Product sunset; prioritization
2411,"What milestones would you look for to determine if a product isn't performing well, and what process would you lay out to sunset the product while handling stakeholders?",🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Product sunset; prioritization
2472,What would you do if you had to deliver a product or feature in half of the initial timeline?,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Timeline constraint; prioritization
2473,What would you do if you were a PM at Google Cloud and could only help 3 out of 10 customers?,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Resource constraint; prioritization
2531,Where would you invest additional budget to drive growth for DoorDash?,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Budget allocation; prioritization
2630,"With one engineer and one week, how would you prioritize competing demands from multiple enterprise customers?",🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Resource constraint; prioritization
2674,You are PM for Instagram. How would you decide on investing in a verification badge?,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Investment decision; prioritization
2691,You have three ideas for expansion but limited resources. How would you help prioritize them?,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Resource constraint; prioritization
2779,You're a PM for a chat messenger app. How would you prioritize between adding emoticons on the chat or adding chat backup?,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Prioritization
2791,You're a PM for Facebook Feed. How would you decide if you should split the page into separate tabs for friends and non-friends content?,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Prioritization
2831,You're a PM of Meta Payments. Average price per transaction is dropping significantly after launching in India and Southeast Asia. How would you define success and decide whether to continue this?,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Prioritization
2832,You're a PM of OpenTable's post-booking experience. How would you prioritize and solve their biggest issue?,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Prioritization
2845,You're launching Google Maps in Argentina vs. Brazil. How would you decide between the two markets?,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Prioritization
2873,You're the PM of a non-profit food bank. You've just received a large charitable donation. How do you prioritize where to use the money?,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Prioritization
