question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
1836,"Sort a binary array in linear time.",🔴,N/A,N/A,N/A,"Coding implementation; algorithm"
1837,"Sort a list of natural numbers and their squares in the most efficient way possible.",🔴,N/A,N/A,N/A,"Coding implementation; algorithm"
1838,"Sort a nearly sorted (or K sorted) array.",🔴,N/A,N/A,N/A,"Coding implementation; algorithm"
1839,"Sort Colors",🔴,N/A,N/A,N/A,"Coding implementation; algorithm"
1840,"Split an array into equal sum subarrays",🔴,N/A,N/A,N/A,"Coding implementation; algorithm"
1841,"Spotify installs increased 25%. What happened?",🟢,P1,Metric Drop Diagnosis,"Metric → Segment → Hypothesis → Data Check → Action","Install increase; metric analysis"
1842,"SQL Stored Procedures",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","SQL procedures; system design"
1843,"Square recently launched a product that helps sellers train their staff. What is your strategy for increasing the revenue of this product by 5x in the next year?",🟢,P9,Revenue Optimization,"Levers (Price, Volume, Mix) → Test → Measure → Iterate","Revenue growth; revenue optimization"
1844,"Squares of sorted array",🔴,N/A,N/A,N/A,"Coding implementation; algorithm"
1845,"Sudoku Solver",🔴,N/A,N/A,N/A,"Coding implementation; algorithm"
1846,"Suppose adoption is high, but retention is low—how would you diagnose and communicate the issue?",🟢,P3,Funnel Analysis,"Define Funnel → Drop-off → Diagnose Friction → Test Fix","Retention issue; funnel analysis"
1847,"Suppose you work for a rideshare company like Uber. How would you visually represent correlation between ride duration, ride fare and ratings?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Data visualization; metrics"
1848,"Suppose your generative model needs to process very long inputs that exceed typical context limits. How would you approach managing or compressing that information effectively?",🔴,N/A,N/A,N/A,"ML implementation; technical question"
1849,"System Design: Design an AirTag system.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","AirTag system; system design"
1850,"Take a technical project you worked on and explain it to a product marketing manager.",🟢,P10,Executive Communication,"Context → Insight → Recommendation → Next Steps","Technical communication; executive communication"
1851,"Tell me a challenging situation when things went wrong and how you reacted.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Challenging situation; behavioral question"
1852,"Tell me about a bad experience you had with a low-tech product.",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product critique; product design"
1853,"Tell me about a challenge you faced and how you overcame it.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Challenge; behavioral question"
1854,"Tell me about a challenge you faced when working with sales.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Sales challenge; stakeholder management"
1855,"Tell me about a challenging scenario where you negotiated with senior leaders and the lessons you learned.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Negotiation; stakeholder management"
1856,"Tell me about a complex project you managed where there was a lot of pressure to deliver.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Complex project; behavioral question"
1857,"Tell me about a decision you made based on a metric you were tracking.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Data-driven decision; behavioral question"
1858,"Tell me about a failed product launch and what you learned.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Product failure; behavioral question"
1859,"Tell me about a feature you shipped and how you influenced its priority.",🟢,P6,Prioritization,"Impact × Confidence × Ease → RICE Score → Decide + Communicate","Feature prioritization; behavioral question"
1860,"Tell me about a machine learning project you worked on and its outcome.",🔴,N/A,N/A,N/A,"ML project; technical question"
1861,"Tell me about a machine learning project you worked on.",🔴,N/A,N/A,N/A,"ML project; technical question"
1862,"Tell me about a machine learning research topic you find interesting.",🔴,N/A,N/A,N/A,"ML research; technical question"
1863,"Tell me about a mistake you made and what you learned from it.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Mistake; behavioral question"
1864,"Tell me about a non-obvious insight that you had that drove business impact.",🟢,P1,Metric Drop Diagnosis,"Metric → Segment → Hypothesis → Data Check → Action","Insight; behavioral question"
1865,"Tell me about a popular product you use. How would you design a competitor and what features would you prioritize?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Competitive design; product design"
1866,"Tell me about a product or feature you shipped.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Product shipping; behavioral question"
1867,"Tell me about a product you launched successfully.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Product launch; behavioral question"
1868,"Tell me about a product you shipped that failed.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Product failure; behavioral question"
1869,"Tell me about a project when you had to translate data into insights for the team/client you were working with.",🟢,P10,Executive Communication,"Context → Insight → Recommendation → Next Steps","Data translation; executive communication"
1870,"Tell me about a project where you applied the CAP theorem.",🔴,N/A,N/A,N/A,"System design theory; technical question"
1871,"Tell me about a project where you faced data issues and how you handled them.",🟡,L1,Data Trust,"Source → Freshness → Completeness → Bias → Sanity Checks","Data issues; behavioral question"
1872,"Tell me about a project where you had to clean and organize a large dataset.",🟡,L1,Data Trust,"Source → Freshness → Completeness → Bias → Sanity Checks","Data cleaning; behavioral question"
1873,"Tell me about a project where you prioritized the customer.",🟢,P6,Prioritization,"Impact × Confidence × Ease → RICE Score → Decide + Communicate","Customer prioritization; behavioral question"
1874,"Tell me about a project where you recognized the need to alter the strategy or direction.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Strategy change; behavioral question"
1875,"Tell me about a project you worked on.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Project; behavioral question"
1876,"Tell me about a recent program you worked on.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Program; behavioral question"
1877,"Tell me about a relevant complex program you've managed. How did you handle stakeholder & team management, and escalating issues while prioritizing work?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Complex program; stakeholder management"
1878,"Tell me about a SaaS product you really like using.",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product analysis; product design"
1879,"Tell me about a situation that required you to dig deep to find the root cause.",🟢,P1,Metric Drop Diagnosis,"Metric → Segment → Hypothesis → Data Check → Action","Root cause; behavioral question"
1880,"Tell me about a situation where a junior team member got stuck. How did you assist them in solving the problem?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Team assistance; stakeholder management"
1881,"Tell me about a situation where you didn't reach your goal.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Goal failure; behavioral question"
1882,"Tell me about a situation where you had to take the lead and be accountable for others.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Leadership; behavioral question"
1883,"Tell me about a skill you recently learned.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Learning; behavioral question"
1884,"Tell me about a software product that you recently had a bad experience with and why you felt that way as a user.",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product critique; product design"
1885,"Tell me about a system design problem you solved with machine learning.",🔴,N/A,N/A,N/A,"ML system design; technical question"
1886,"Tell me about a system you are currently working on.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System description; system design"
1887,"Tell me about a technical challenge that you have overcome.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Technical challenge; behavioral question"
1888,"Tell me about a technical debt you introduced and its consequences. What trade-off options did you have?",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Technical debt; tradeoff analysis"
1889,"Tell me about a technical decision you made and its impact on your project.",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Technical decision; tradeoff analysis"
1890,"Tell me about a time a teammate's actions led to unexpected results. What did you do about it?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Team management; stakeholder management"
1891,"Tell me about a time data was the north star metric and how the analysis was performed.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","NSM analysis; behavioral question"
1892,"Tell me about a time in your career when you faced ambiguity.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Ambiguity; behavioral question"
1893,"Tell me about a time the business problem wasn't clearly defined. How did you handle it?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Ambiguity; behavioral question"
1894,"Tell me about a time when a program you were managing was not meeting committed timelines. How did you handle it?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Timeline issue; behavioral question"
1895,"Tell me about a time when a project did not go as expected.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Project issue; behavioral question"
1896,"Tell me about a time when an employee gave you negative feedback.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Feedback handling; stakeholder management"
1897,"Tell me about a time when data helped you make a decision.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Data-driven decision; behavioral question"
1898,"Tell me about a time when project goals changed and how you handled it.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Goal change; behavioral question"
1899,"Tell me about a time when you built out a process.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Process building; behavioral question"
1900,"Tell me about a time when you changed the direction of the organization through your actions.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Organizational change; stakeholder management"
