question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
2455,"What type of culture are you looking for, and how would you help build it here?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Culture; behavioral question"
2456,"What type of travel product would you build for Facebook?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product design; new product"
2457,"What types of indexes are in a relational database?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Database indexes; system design"
2458,"What types of team members do you find difficult to work with?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Team dynamics; behavioral question"
2459,"What types of visualizations would you use to identify patterns in churn?",🟢,P5,Segmentation,"(Persona × Behavior × Value) → Rank → Focus","Churn visualization; segmentation"
2460,"What value do virtual card numbers bring to Capital One?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Value analysis; business analysis"
2461,"What was the most recent negative feedback you received?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Feedback; behavioral question"
2462,"What would be your strategy to improve Google Maps as a product?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product improvement; product design"
2463,"What would change if internet speed were 100 times faster than today?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Future technology; product design"
2464,"What would make you delay a major launch even under executive pressure?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Launch decision; stakeholder management"
2465,"What would you build and why? Run through an end-to-end ""moonshot""-style example.",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Moonshot product; product design"
2466,"What would you change about your time at [Current Company]?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Company reflection; behavioral question"
2467,"What would you do if a competitor launched a product before you?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Competitive response; product strategy"
2468,"What would you do if Dropbox uploads were down 50%?",🟢,P1,Metric Drop Diagnosis,"Metric → Segment → Hypothesis → Data Check → Action","Upload drop; metric analysis"
2469,"What would you do if introduced to new technology that you have never used before? How would you know you have learned it well?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Learning; behavioral question"
2470,"What would you do if the timelines of a product are scattered?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Timeline management; operational excellence"
2471,"What would you do if you didn't have access to the exact data you need?",🟡,L1,Data Trust,"Source → Freshness → Completeness → Bias → Sanity Checks","Data access; data quality"
2472,"What would you do if you had to deliver a product or feature in half of the initial timeline?",🟢,P6,Prioritization,"Impact × Confidence × Ease → RICE Score → Decide + Communicate","Timeline constraint; prioritization"
2473,"What would you do if you were a PM at Google Cloud and could only help 3 out of 10 customers?",🟢,P6,Prioritization,"Impact × Confidence × Ease → RICE Score → Decide + Communicate","Resource constraint; prioritization"
2474,"What would you do if you were the PM for Ticketmaster's post-booking experience?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product design; experience improvement"
2475,"What would you do on your first day as a PM?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","First day; behavioral question"
2476,"What would you have done differently in a process you improved?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Process reflection; behavioral question"
2477,"What would you set as the goals for Facebook hashtags?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Goal setting; metrics definition"
2478,"What would you suggest to make the iPhone the safest cellphone in the market?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product improvement; product design"
2479,"What would your closest friend say about you and your strengths?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Self-reflection; behavioral question"
2480,"What's a collaboration product your teams use, and why do you like it?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product analysis; product design"
2481,"What's a memory leak and how can we avoid it?",🔴,N/A,N/A,N/A,"Memory management; technical question"
2482,"What's a tool you think other product managers should use?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Tool recommendation; behavioral question"
2483,"What's an area you're trying to improve?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Self-improvement; behavioral question"
2484,"What's the best and worst performing team you've been on?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Team performance; behavioral question"
2485,"What's the biggest threat to YouTube?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Threat analysis; product strategy"
2486,"What's the difference between a data lakehouse and a data warehouse?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Data architecture; system design"
2487,"What's the difference between an API and an SDK?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","API vs SDK; system design"
2488,"What's the difference between LangGraph and LangSmith?",🔴,N/A,N/A,N/A,"ML framework comparison; technical question"
2489,"What's the effect of adjusting an LLM's context window size?",🔴,N/A,N/A,N/A,"LLM theory; technical question"
2490,"What's the hardest engineering challenge you've ever solved?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Engineering challenge; behavioral question"
2491,"What's the most fun thing you did recently?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Personal interests; behavioral question"
2492,"What's the size of the food delivery market in the United States?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Market sizing; business analysis"
2493,"What's your approach to building a culture of accountability?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Culture building; behavioral question"
2494,"What's your approach to change management in a large organization?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Change management; stakeholder management"
2495,"What's your approach to managing up?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Managing up; stakeholder management"
2496,"What's your approach to prompt engineering?",🔴,N/A,N/A,N/A,"Prompt engineering; ML technical question"
2497,"What's your biggest challenge as a PM, and how did you overcome it?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","PM challenge; behavioral question"
2498,"What's your experience with 3D graphics?",🔴,N/A,N/A,N/A,"3D graphics; technical question"
2499,"What's your experience with DirectX?",🔴,N/A,N/A,N/A,"DirectX; technical question"
2500,"What's your experience with ray tracing in video games?",🔴,N/A,N/A,N/A,"Ray tracing; technical question"
