question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
2719,"You're a PM at a top-up team. How would you launch cash deposits? If one of the main KPIs is down, how would you go about addressing it?",🟢,P1,Metric Drop Diagnosis,Metric → Segment → Hypothesis → Data Check → Action,Metric drop; metric analysis
2720,You're a PM at a travel booking platform. Which step of the booking process would you address first to reduce drop-offs?,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2721,You're a PM at Airbnb. Design furniture.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2722,You're a PM at Airbnb. What would you choose as the company's north star metric and why?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2723,"You're a PM at AllTrails. How would you improve its retention rates, including for its premium subscription service?",🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2724,You're a PM at Amazon notified of losing customers. How would you improve the customer journey and experience?,🟢,P11,Stakeholder Alignment,Understand Incentives → Address Concerns → Build Coalition → Decide,Stakeholder management
2725,You're a PM at an airline. Describe the worst possible post-booking experience.,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2726,You're a PM at an e-commerce site. What percentage discount should different customers get during onboarding?,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2727,You're a PM at an elevator construction company. Design an elevator for a client.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2728,You're a PM at Apple Maps. How would you improve the overall user experience?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2729,You're a PM at Booking.com. A sales manager reports that the app is returning a 404 error. How would you investigate the issue?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2730,You're a PM at Capital One. How do you measure financial gains or losses in the first year after launching a new product?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2731,You're a PM at Facebook. How would you decide whether to remove the profile photo step from the onboarding experience?,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2732,You're a PM at Fivetran. Prepare a presentation explaining one of Fivetran's connectors.,🟢,P10,Executive Communication,Context → Insight → Recommendation → Next Steps,Executive communication
2733,You're a PM at Google. How would you sunset Gmail?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2734,You're a PM at Google. How would you sunset YouTube?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2735,You're a PM at Google. Which product would you choose to work on?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2736,You're a PM at Google. Your tech lead always plays devil's advocate. How would you handle it?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2737,"You're a PM at Instacart responsible for growing the Business Customers segment. What strategies would you implement to attract and retain businesses such as restaurants, retailers, and offices?",🔴,N/A,N/A,N/A,Coding/algorithm/ML; implementation required
2738,You're a PM at Instacart. What would you do to improve retention?,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2739,You're a PM at Instagram Reels. How would you measure the success of introducing ads?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2740,You're a PM at Instagram responsible for building the Reels feature. How would you define and measure its success?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2741,You're a PM at Instagram. How would you diagnose a 10% drop in impressions?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2742,"You're a PM at LinkedIn in 2018, launching LinkedIn Live Video. How would you determine success?",🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2743,You're a PM at LinkedIn. Design features to support India's growing startup ecosystem.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2744,"You're a PM at Lyft and want to deploy a ride-sharing service using a self-driving car in Palo Alto. How would you choose around 10 pickup and drop-off locations, assuming routes are safe and pre-p...",🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2745,You're a PM at Lyft. Your team is responsible for setting the default pick-up location. How would you improve it?,🟢,P11,Stakeholder Alignment,Understand Incentives → Address Concerns → Build Coalition → Decide,Stakeholder management
2746,You're a PM at Meta. DAU for Instagram is down while MAU is constant. How do you solve for this?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,General question
2747,You're a PM at Meta. Design a product for musicians.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2748,You're a PM at Meta. Design a product for skill sharing.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2749,You're a PM at Meta. Design a product for users to find a handyman.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2750,"You're a PM at Meta. Explain why Meta created Rooms, an internal video-chat product similar to Zoom. How would you set goals and measure the success of this product?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2751,You're a PM at Meta. Explain why the company created Meta Pay. How would you set goals and measure the success of this product?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2752,You're a PM at Meta. How would you measure the success of Facebook's notification bell and its drop-down menu?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2753,You're a PM at Meta. How would you measure the success of Instagram Live?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2754,"You're a PM at Meta. How would you measure the success of the 'Report Ad' feature for Ads, considering false positives and false negatives?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2755,You're a PM at Meta. What product or feature would you build for small or local businesses?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2756,You're a PM at Meta. Why should Meta continue investing in Reels? What goals and metrics would you set?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2757,You're a PM at Netflix tasked with launching their first ads program. How would you approach this?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2758,You're a PM at Netflix. Should Netflix launch a podcasting app?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,General question
2759,You're a PM at Nvidia. How would you keep Nvidia's product lineup competitive?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2760,You're a PM at Revolut. How would you improve our referral program over the next 3 months?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2761,You're a PM at Spotify considering adding a feature for artists to go live. Should you invest in this?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2762,You're a PM at Spotify. How would you approach increasing the price of the service?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2763,You're a PM at Spotify. How would you diagnose a user-reported connection issue?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2764,You're a PM at Spotify. What metrics would you use to decide whether to ship a new song recommendation algorithm?,🔴,N/A,N/A,N/A,Coding/algorithm/ML; implementation required
2765,You're a PM at Swiggy. How would you design a new segment for liquor on Instamart?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2766,You're a PM at the Department of Motor Vehicles (DMV). What improvements would you make to their services?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,General question
2767,You're a PM at Ticketmaster. How would you identify and solve the biggest problem in the post-booking experience?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2768,You're a PM at Trader Joe's and you find that sales revenues are down. Design the experience for users based on competitors like Blue Apron.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2769,You're a PM at Trader Joe's. Sales are declining in cities where Instacart and Blue Apron are active. What would you do?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2770,You're a PM at Uber. There's a growing issue of drivers encouraging riders to pay cash instead of using the Uber mobile app. How would you address this issue?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2771,You're a PM at Uber; design a smartwatch app.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2772,You're a PM at United Airlines. How would you identify and solve the biggest problem in the post-booking experience?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2773,You're a PM at WhatsApp tasked with increasing user engagement. What features will you build and how will you prioritize and evaluate them?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2774,You're a PM at WhatsApp; how would you capture the market for kids during the lockdown period?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2775,You're a PM at Wikipedia. What product should you build next?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2776,You're a PM at YouTube Music. How would you 10x its monthly users in the next 5 years?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2777,You're a PM at Zoom. What goals and metrics would you track?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2778,You're a PM for a business intelligence system and it has a low NPS (25%). How would you bring it to 75%?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2779,You're a PM for a chat messenger app. How would you prioritize between adding emoticons on the chat or adding chat backup?,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Prioritization
2780,You're a PM for a household device. What three features would you recommend and why?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2781,You're a PM for a large car manufacturer. Should the company use Generative AI or large language models in its products and workflows?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2782,"You're a PM for a new device, which is a time machine. How would you design the interface?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2783,You're a PM for a payment gateway with a $10 million extra budget for the next 1-1.5 years. Where would you invest it?,🟡,L3,Cost / ROI,Cost Drivers → Benefits → Breakeven → Decide,Cost/ROI analysis
2784,You're a PM for a ride-sharing app. How would you enhance customer experience and reduce ride cancellations?,🟢,P11,Stakeholder Alignment,Understand Incentives → Address Concerns → Build Coalition → Decide,Stakeholder management
2785,You're a PM for a rideshare app's membership program. How would you identify the most negative member experiences?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2786,You're a PM for a video conferencing app. What success metrics would you define for this app?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2787,You're a PM for Amazon Fulfillment. Your goal is to save warehouse space by optimizing SKUs. How would you recommend similar products to customers on Amazon Prime?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2788,You're a PM for an X-ray analysis software. You face user complaints about slow result processing times. How would you address this?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2789,You're a PM for ESPN's website and you see a decline in web traffic by 30%. What would you do?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2790,You're a PM for Facebook Events. Why would Meta build this product and what metrics would you use to measure its success?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2791,You're a PM for Facebook Feed. How would you decide if you should split the page into separate tabs for friends and non-friends content?,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Prioritization
2792,You're a PM for Facebook Group Travel on mobile. What would you build?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2793,You're a PM for Facebook Sports. What would you build?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2794,You're a PM for Facebook Travel. What would you build?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2795,"You're a PM for FB Audio Room, what metrics would you measure?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2796,You're a PM for Gmail. Design a three-year product roadmap.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2797,You're a PM for Gmail. How would you react to a competing product?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2798,"You're a PM for Gmail. Your team won a communications contract with a 10,000-person colony on Mars. Estimate the necessary network bandwidth.",🟢,P11,Stakeholder Alignment,Understand Incentives → Address Concerns → Build Coalition → Decide,Stakeholder management
2799,You're a PM for Google Chrome on large screens. Build the three-year innovation roadmap.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2800,You're a PM for Google News. What would be your product strategy for the upcoming year?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2801,You're a PM for Google Search. How would you grow this product?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2802,You're a PM for Google. How would you recruit tutors for a new Google online tutoring service?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2803,You're a PM for Horizon Worlds. What metrics do you focus on first?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2804,You're a PM for Instagram Reels. Why has Meta invested in this product? Should they invest more? What goals and metrics would you track for the next 12 months?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
