question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
2816,You're a PM for Meta. How would you build a product that helps users find handypeople?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2817,You're a PM for Meta. How would you measure the success of the onboarding and sign up experience for Facebook.,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2818,You're a PM for Netflix's homepage. How would you set goals and what metrics will you use to measure success?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2819,You're a PM for Pão de Açúcar supermarkets. How would you improve the in-store customer experience?,🟢,P11,Stakeholder Alignment,Understand Incentives → Address Concerns → Build Coalition → Decide,Stakeholder management
2820,"You're a PM for Reels at Meta. With Reels watch time up 20% but Instagram posts down 20%, what would you do?",🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2821,You're a PM for sponsored product ads. How would you improve the fill rate on listings pages?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2822,You're a PM for Spotify Podcasts. Why did your team add podcasts to Spotify and why before audiobooks? What metrics were used to track the product's success?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2823,You're a PM for Spotify. How would you increase revenue 5x in the next five years?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2824,You're a PM for Tesla. Design the Tesla app for the Apple Watch.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2825,You're a PM for Tesla. What success metrics would you use for Tesla's 'Sales & Delivery' app?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2826,You're a PM for TikTok and have noticed a drop in daily active users (DAU). How would you investigate?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2827,You're a PM for Uber Eats. Cart conversation has dropped by 10% in the last 3 months. How would you find the root cause?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2828,You're a PM for Walmart building a new fulfillment center. What products would you stock?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2829,You're a PM in the middle of a sprint when a P1 issue arises that impacts the sprint goal due to requirements and design problems. How would you handle this?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2830,You're a PM in the Onboarding team. You have to increase the conversion of the onboarding funnel by 15% in 3 months.,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2831,You're a PM of Meta Payments. Average price per transaction is dropping significantly after launching in India and Southeast Asia. How would you define success and decide whether to continue this?,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Prioritization
2832,You're a PM of OpenTable's post-booking experience. How would you prioritize and solve their biggest issue?,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Prioritization
2833,You're a PM on the Google Pixel team. What would justify launching an affordable entry-level Pixel phone?,🟢,P11,Stakeholder Alignment,Understand Incentives → Address Concerns → Build Coalition → Decide,Stakeholder management
2834,"You're a PM with two engineers, and enterprise customers won't adopt your product due to an unclear roadmap. Your engineers are already working hard on a task outlined. What would you do?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2835,You're a PO at WhatsApp and have been asked to increase engagement. What would you do?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2836,You're a product manager at Meta. Design a product for hyperlocal experiences.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2837,"You're an analyst at the government's health department. How would you distribute 5,000 vaccines among 100,000 people?",🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2838,You're an Apple product manager. How would you determine the ideal length of the iPhone charging cable?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2839,You're an early PM at Facebook. How would you evaluate the launching of its feed?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2840,You're called in by the government of India to design the Cowin portal. What top features would you integrate for partner personas? What key metrics would indicate the platform's success and how wo...,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2841,You're designing an A/B test to evaluate the impact of showing content from non-friends in users' feeds. How would you test this with proper randomization?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2842,You're given a time-based key-value store that keeps having new key-value pairs added. Implement a windowed average.,🔴,N/A,N/A,N/A,Coding/algorithm/ML; implementation required
2843,You're launching a bike-sharing service in a city of your choice. How many bikes would you need?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,General question
2844,You're launching Facebook Jobs in two weeks. What key metrics would you track to measure its success?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2845,You're launching Google Maps in Argentina vs. Brazil. How would you decide between the two markets?,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Prioritization
2846,You're leading a geographically dispersed team. What strategies and practices would you implement to ensure clear and effective communication?,🔴,N/A,N/A,N/A,Coding/algorithm/ML; implementation required
2847,You're on the BizOps team at Uber. What factors would you consider when selecting cities to introduce ridesharing in an emerging market?,🟢,P11,Stakeholder Alignment,Understand Incentives → Address Concerns → Build Coalition → Decide,Stakeholder management
2848,You're on the LA 2028 Olympic Games organizing committee. What product would you build?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2849,You're PM at Meta. Design a fundraising product for a cause.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2850,You're PM for Facebook ads. How would you define success metrics for the team? You're considering adding GenAI capabilities to the ad creation process for new sellers. How would you decide whether ...,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2851,"You're redesigning Capital One's Instant Push Notifications (IPN) system, moving from multiple screens to a single view. How would you improve the user experience?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2852,You're the CEO of a healthtech startup with technology that can detect 20 deadly diseases. How would you approach this?,🟢,P10,Executive Communication,Context → Insight → Recommendation → Next Steps,Executive communication
2853,You're the CEO of an AI startup. Google offers you $1B in funding. What product would you build?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2854,You're the CEO or VP of your favorite product. How would you structure your organization and why?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2855,You're the CPO of a small bricks-and-mortar supermarket chain with no online presence and declining revenue over the last 5-10 years. What would you do?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2856,"You're the first product manager at a new startup that has invented teleportation, currently working between two small rooms. What would you do first?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2857,You're the GM of Google Photos preparing a one-page document. What key metrics would you include?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2858,You're the Head of Product at Spotify. What goals and strategies would you set?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2859,"You're the key decision maker at Google Pay, India. Imagine demonetization has been announced again for the Rs. 100 note. What actions would you take immediately, in the short term, and in the long...",🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,General question
2860,"You're the PM for 99 Deliveries, the logistics branch of 99 in Brazil. How would you define success for this product?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2861,You're the PM for a calendar app. How would you design metrics for it?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2862,"You're the PM for Agoda. Due to increasing failure rates in newer payment methods like wallets and UPI, how would you investigate the cause and what steps would you take to address it?",🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2863,You're the PM for Amazon's shopping cart. What are the most important metrics for this product?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2864,You're the PM for Coinbase. DAU is down by 10%. What do you do to investigate?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,General question
2865,You're the PM for Facebook Rooms. What goals would you set for the next 6 months?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2866,You're the PM for Facebook. There's been a significant drop in user engagement over the past 10 days. How would you investigate the cause and what steps would you take to address it?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2867,You're the PM for Instagram Reels and want to test new advertising formats. What metrics would you track?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2868,You're the PM for Instagram Stories. What is your North Star metric?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2869,You're the PM for Meta's Social Good team. Design a new product to encourage more volunteering.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2870,You're the PM for one of your favorite products. What is your strategy for the next year?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2871,"You're the PM for our stock trading product. With gross profit dropping significantly over the last month, what would you do?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2872,You're the PM for Safeway. What product would you build to better serve people's needs?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2873,You're the PM of a non-profit food bank. You've just received a large charitable donation. How do you prioritize where to use the money?,🟢,P6,Prioritization,Impact × Confidence × Ease → RICE Score → Decide + Communicate,Prioritization
2874,You're the PM of a startup for remote-controlled shower water heaters. Define a problem statement and plan an MVP.,🟢,P10,Executive Communication,Context → Insight → Recommendation → Next Steps,Executive communication
2875,"You're the PM of a stock trading app like Fidelity or Zerodha. To increase the number of customers who complete their first trade after installing the app, what two new features would you launch?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2876,You're the PM of Google Doodles. What would your top three metrics be and why?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2877,You're the PM of Revolut's trading platform. Profits have declined to negative for the first time. How would you investigate this issue?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2878,You're the PM of the Apple Watch; how would you design it?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2879,You're the Product Manager at Beacon. What would you do to build an in-app chat feature?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2880,You're working on a project where deadlines and targets are constantly slipping. How would you handle this?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2881,You've just joined a company as a PM. How would you first identify problems to work on?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2882,"You've just launched Facebook Jobs, a marketplace for employees and employers. Job listings are up 20%, but employer response time for applicants is down 20%. How would you approach this?",🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2883,"Your company excels in display technology, while a dominant market player, like Qualcomm, excels in System on Chip. How would you convince this major player to purchase your product?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2884,Your largest customer is advocating for a new feature not in your roadmap. What do you do?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2885,"Your recently launched feature isn't meeting customer expectations, but your engineering team and roadmap are at capacity. How would you address this?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2886,YouTube's average video buffering time has increased by 10%. How would you address this issue?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,Operational question
2887,You’re a PM at CarGurus. You launched in Canada 8 months ago and conversions are lower in Canada than the US. What would you do?,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2888,You’re asked to identify high-value customers—how would you approach this using data?,🟢,P11,Stakeholder Alignment,Understand Incentives → Address Concerns → Build Coalition → Decide,Stakeholder management
2889,You’re given product adoption data across regions—how would you determine where the rollout was most successful and why?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2890,You’re launching a new feature—how would you measure its strategic impact on growth?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design
2891,You’re told engagement is flat even though new users are increasing—what questions would you ask and what data would you look at?,🟢,P12,Operational Excellence,Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor,General question
2892,You’ve been asked to analyze the performance of a newly launched onboarding experience. What steps would you take?,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2893,You’ve joined a program that has gone through many changes. How would you restructure it to get it back on track?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
