question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes,salvageable,simple_explanation
176,Course Schedule,🔴,N/A,N/A,N/A,Algorithm implementation; LeetCode problem,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
177,"Create a function that accepts structured data as input, includes column names, and outputs data suited for generating a pivot table.",🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,Break into steps. Identify data structures needed. Write functions for each operation
184,Debug and extend a Python codebase by adding an async exponential retry mechanism with timeouts and backoff so failures are retried until success.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,Tree for strings. Each level = one character. Fast prefix search
190,Define hallucinations in LLMs.,🔴,N/A,N/A,N/A,Technical definition; ML theory,NO,N/A - Too complex or not relevant
199,Degrees of Friendship,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
200,Delete Node in a Binary Search Tree (BST).,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Binary search: cut problem in half each time. Compare middle with target, eliminate half"
233,Describe how the split in a decision tree works.,🔴,N/A,N/A,N/A,ML theory explanation; technical definition,YES,Visit nodes in order (left → root → right or root → left → right). Use recursion or stack
237,Describe the distribution between the 5th and 6th points in an interval from 0 to 1 containing ten uniformly distributed points.,🔴,N/A,N/A,N/A,Math calculation; probability theory,YES,"Distribution = how values are spread. Describe shape: normal (bell curve), skewed, uniform, etc."
284,Design a custom policy extension for an LRU Cache.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
288,"Design a data structure that supports insert, delete, search, and retrieve in constant time.",🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,Tree for strings. Each level = one character. Fast prefix search
452,Design a queue using static memory allocation.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"First in, first out. Like a line: first person in line is first served"
519,Design a task scheduler in Python.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
566,Design an algorithm to predict the next word or phrase one is typing on a phone.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
623,Design an iterator.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
624,Design an LCU cache.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
635,"Design and implement an in-memory key-value store that supports set, transactional begin, commit, and abort operations.",🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,Use a lookup table - store things by name so you can find them instantly. Like a phone book: name → number
636,Design and implement logic to synchronize audio playback timing with transcript highlighting.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,Break into steps. Identify data structures needed. Write functions for each operation
692,Detect cycle in graph,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Graph = nodes connected by edges. Visit neighbors, mark visited. Use queue (BFS) or stack (DFS)"
694,Determine a ship's capacity to ship packages in D days.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
695,Determine if a given binary tree is a binary search tree (BST).,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Binary search: cut problem in half each time. Compare middle with target, eliminate half"
696,Determine if a number is a power of two.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
697,Determine if an array of integers from 1 to n contains a duplicate in constant time and space.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Use a hash map to remember what you've seen before. Check each item: have I seen this? If yes, it's a duplicate"
699,Determine if two sentences are similar.,🔴,N/A,N/A,N/A,Algorithm implementation; NLP coding,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
700,Determine if two words are sorted in lexicographic order.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Graph = nodes connected by edges. Visit neighbors, mark visited. Use queue (BFS) or stack (DFS)"
702,Determine the minimum number of parentheses needed to balance a given string.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Use a stack - last opened must be first closed. Like stacking plates: last in, first out"
703,Develop a custom data structure with O(1) time complexity for get() and setall() operations.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
706,"Develop an algorithm for a radio station to select the next song from a database of over one million songs, given that only one input is allowed from the user on the landing page.",🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
733,Duolingo Leaderboards,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
734,Edit distance,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
735,Efficiently find the next greatest element in an array.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Loop through items, check conditions, collect results. Basic: for each item → if condition → act"
750,Estimate the circumference of the Earth at the Equator.,🔴,N/A,N/A,N/A,Math calculation; brain teaser,YES,"Break into parts, estimate each, multiply. Show your thinking: assumptions → calculations → answer"
763,Estimate the number of pieces of candy given out in your city.,🔴,N/A,N/A,N/A,Math estimation; brain teaser,YES,"Break into parts, estimate each, multiply. Show your thinking: assumptions → calculations → answer"
764,Estimate the number of potholes in continental USA.,🔴,N/A,N/A,N/A,Math estimation; brain teaser,YES,"Break into parts, estimate each, multiply. Show your thinking: assumptions → calculations → answer"
768,Estimate the number of trees in the city of Delhi.,🔴,N/A,N/A,N/A,Math estimation; brain teaser,YES,Visit nodes in order (left → root → right or root → left → right). Use recursion or stack
774,Estimate the total miles run by joggers in Central Park.,🔴,N/A,N/A,N/A,Math estimation; brain teaser,YES,"Break into parts, estimate each, multiply. Show your thinking: assumptions → calculations → answer"
782,Explain all kinds of OOP concepts in Python.,🔴,N/A,N/A,N/A,Technical explanation; programming concepts,NO,N/A - Too complex or not relevant
783,Explain auto-regression.,🔴,N/A,N/A,N/A,ML theory explanation; technical definition,NO,N/A - Too complex or not relevant
784,Explain Bayes' theorem.,🔴,N/A,N/A,N/A,Math theory explanation; probability,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
785,Explain BERT.,🔴,N/A,N/A,N/A,ML theory explanation; NLP,NO,N/A - Too complex or not relevant
786,Explain bias-variance tradeoff.,🔴,N/A,N/A,N/A,ML theory explanation; model evaluation,YES,Bias = too simple (underfitting). Variance = too complex (overfitting). Need balance
787,Explain callback functions.,🔴,N/A,N/A,N/A,Programming concept; technical definition,NO,N/A - Too complex or not relevant
788,Explain cross entropy.,🔴,N/A,N/A,N/A,ML theory explanation; loss function,NO,N/A - Too complex or not relevant
789,Explain cross-validation and testing in logistic regression.,🔴,N/A,N/A,N/A,ML theory explanation; model validation,YES,"Split data into parts. Train on some, test on others. Rotate to check if model works well"
792,Explain deep reinforcement learning.,🔴,N/A,N/A,N/A,ML theory explanation; RL,NO,N/A - Too complex or not relevant
794,Explain how garbage collection works in programming.,🔴,N/A,N/A,N/A,Technical explanation; programming internals,NO,N/A - Too complex or not relevant
795,Explain how hash maps work.,🔴,N/A,N/A,N/A,Technical explanation; data structures,YES,Use a lookup table - store things by name so you can find them instantly. Like a phone book: name → number
800,Explain how to find a target sum in an array.,🔴,N/A,N/A,N/A,Algorithm explanation; coding question,YES,"Use hash map: for each number, check if (target - number) exists. Like: I need 10, I have 7, do I have 3?"
802,Explain how you choose a model or algorithm to solve a problem.,🔴,N/A,N/A,N/A,ML theory explanation; technical decision,NO,N/A - Too complex or not relevant
806,Explain how you would fit data using logistic regression.,🔴,N/A,N/A,N/A,ML theory explanation; model fitting,NO,N/A - Too complex or not relevant
808,"Explain malloc, calloc, and reelloc.",🔴,N/A,N/A,N/A,Technical explanation; memory management,NO,N/A - Too complex or not relevant
809,Explain Mask R-CNN.,🔴,N/A,N/A,N/A,ML theory explanation; computer vision,NO,N/A - Too complex or not relevant
810,Explain multithreading.,🔴,N/A,N/A,N/A,Technical explanation; concurrency,NO,N/A - Too complex or not relevant
811,Explain normalization and Bayes' theorem.,🔴,N/A,N/A,N/A,ML theory explanation; probability,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
812,Explain overfitting.,🔴,N/A,N/A,N/A,ML theory explanation; model evaluation,YES,"Model memorizes training data too well, fails on new data. Fix: more data, simpler model, regularization"
813,Explain polymorphism.,🔴,N/A,N/A,N/A,Programming concept; OOP,NO,N/A - Too complex or not relevant
815,Explain prime numbers to a five-year-old.,🔴,N/A,N/A,N/A,Math explanation; brain teaser,NO,N/A - Too complex or not relevant
816,Explain regularization.,🔴,N/A,N/A,N/A,ML theory explanation; model optimization,YES,Penalize complex models. Add cost for complexity to prevent overfitting
817,Explain semantic segmentation.,🔴,N/A,N/A,N/A,ML theory explanation; computer vision,NO,N/A - Too complex or not relevant
818,Explain semi-supervised learning.,🔴,N/A,N/A,N/A,ML theory explanation; learning paradigm,NO,N/A - Too complex or not relevant
819,Explain TF-IDF.,🔴,N/A,N/A,N/A,ML theory explanation; NLP,NO,N/A - Too complex or not relevant
820,Explain the difference between Convolutional Neural Networks (CNNs) and Recurrent Neural Networks (RNNs).,🔴,N/A,N/A,N/A,ML theory explanation; neural networks,YES,CNN = good for images (spatial patterns). RNN = good for sequences (time patterns)
821,Explain the differences between an interface and an abstract class.,🔴,N/A,N/A,N/A,Programming concept; OOP,NO,N/A - Too complex or not relevant
822,Explain the differences between L1 and L2 regression.,🔴,N/A,N/A,N/A,ML theory explanation; regularization,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
823,Explain the differences between linear and logistic regression.,🔴,N/A,N/A,N/A,ML theory explanation; regression,NO,N/A - Too complex or not relevant
824,Explain the differences between LSTM and traditional neural networks.,🔴,N/A,N/A,N/A,ML theory explanation; neural networks,YES,CNN = good for images (spatial patterns). RNN = good for sequences (time patterns)
825,Explain the differences between multithreading and multiprocessing.,🔴,N/A,N/A,N/A,Technical explanation; concurrency,NO,N/A - Too complex or not relevant
826,Explain the differences between nonconvex and convex functions.,🔴,N/A,N/A,N/A,Math theory explanation; optimization,NO,N/A - Too complex or not relevant
828,Explain the differences between ReLU and Sigmoid.,🔴,N/A,N/A,N/A,ML theory explanation; activation functions,NO,N/A - Too complex or not relevant
829,Explain the differences between stack and heap memory allocation.,🔴,N/A,N/A,N/A,Technical explanation; memory management,NO,N/A - Too complex or not relevant
831,Explain the filter function.,🔴,N/A,N/A,N/A,Programming concept; functional programming,NO,N/A - Too complex or not relevant
833,Explain the map function.,🔴,N/A,N/A,N/A,Programming concept; functional programming,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
834,Explain the memory changes that occur when executing: Object o = new Object().,🔴,N/A,N/A,N/A,Technical explanation; memory management,NO,N/A - Too complex or not relevant
837,Explain the relationship between the log-likelihood loss function for logistic regression and maximum likelihood estimation.,🔴,N/A,N/A,N/A,ML theory explanation; mathematical proof,NO,N/A - Too complex or not relevant
838,Explain the solution for Leetcode problem 1010: Pairs of Songs With Total Durations Divisible by 60.,🔴,N/A,N/A,N/A,Algorithm explanation; coding question,NO,N/A - Too complex or not relevant
839,Explain the sort function.,🔴,N/A,N/A,N/A,Programming concept; algorithms,YES,"Arrange items in order. Compare pairs, swap if needed. Many ways: quick sort, merge sort"
840,Explain the time and space complexities of sorting algorithms.,🔴,N/A,N/A,N/A,Algorithm theory explanation; complexity analysis,YES,"Arrange items in order. Compare pairs, swap if needed. Many ways: quick sort, merge sort"
841,Explain the time complexity differences between ArrayList and LinkedList.,🔴,N/A,N/A,N/A,Data structure explanation; complexity analysis,YES,"Loop through items, check conditions, collect results. Basic: for each item → if condition → act"
842,Explain tic tac toe end games.,🔴,N/A,N/A,N/A,Game theory explanation; brain teaser,NO,N/A - Too complex or not relevant
843,Explain transformers.,🔴,N/A,N/A,N/A,ML theory explanation; NLP,YES,Attention mechanism: focus on important parts. Like reading - pay attention to key words
851,Fibonacci Numbers,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
852,Find a triplet in an array with a given sum.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Loop through items, check conditions, collect results. Basic: for each item → if condition → act"
856,Find duplicate files in a file system.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
857,Find Largest Numbers,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
858,Find peak element in an array,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Loop through items, check conditions, collect results. Basic: for each item → if condition → act"
859,Find points closest to the origin.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Binary search: cut problem in half each time. Compare middle with target, eliminate half"
860,Find the closest number in a sorted array.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Binary search: cut problem in half each time. Compare middle with target, eliminate half"
861,Find the closest palindrome of a given number.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Use two pointers - one from left, one from right. Compare and move them toward each other"
862,Find the common ancestors in a tree.,🔴,N/A,N/A,N/A,Algorithm implementation; tree traversal,YES,Visit nodes in order (left → root → right or root → left → right). Use recursion or stack
863,Find the container with the maximum volume of water.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Greedy: pick best option at each step. Don't look back, just take what's best now"
864,Find the distance between two points in 3D space.,🔴,N/A,N/A,N/A,Algorithm implementation; math calculation,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
865,Find the dot product of two sparse vectors.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
866,Find the Duplicates,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
867,"Find the element at a given position in a sorted version of an unsorted array. Example: Input: {5,1,7,19,0,16}, k=3 Output: 5 (Explanation: Sorted array is {0,1,5,7,16,19}, and the 3rd positioned e...",🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Binary search: cut problem in half each time. Compare middle with target, eliminate half"
868,Find the equilibrium index in an array where sum of elements to the left is equal to sum of elements to the right.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Use two pointers - one from left, one from right. Compare and move them toward each other"
869,Find the first common ancestor of two nodes in a binary tree.,🔴,N/A,N/A,N/A,Algorithm implementation; tree traversal,YES,Visit nodes in order (left → root → right or root → left → right). Use recursion or stack
870,Find the first missing positive number in an array.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Loop through items, check conditions, collect results. Basic: for each item → if condition → act"
871,Find the largest perimeter of an island given a two-dimensional array of 1's and 0's representing land and water.,🔴,N/A,N/A,N/A,Algorithm implementation; graph problem,YES,"Graph = nodes connected by edges. Visit neighbors, mark visited. Use queue (BFS) or stack (DFS)"
872,Find the length of the shortest word ladder.,🔴,N/A,N/A,N/A,Algorithm implementation; graph problem,YES,"Use sliding window - expand right until condition met, then shrink left. Like a rubber band"
873,Find the longest common prefix given two integer arrays.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Use sliding window - expand right until condition met, then shrink left. Like a rubber band"
874,Find the longest palindromic subsequence using dynamic programming.,🔴,N/A,N/A,N/A,Algorithm implementation; dynamic programming,YES,"Use sliding window - expand right until condition met, then shrink left. Like a rubber band"
875,Find the longest substring without repeating characters.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Use sliding window - expand right until condition met, then shrink left. Like a rubber band"
876,Find the lowest common ancestor (LCA) of two nodes in a binary tree.,🔴,N/A,N/A,N/A,Algorithm implementation; tree traversal,YES,Visit nodes in order (left → root → right or root → left → right). Use recursion or stack
877,"Find the maximum possible stability of any subset of servers. Return the result modulo 10^9+7. E.g. Consider set of servers where reliability = [1, 2, 2], availability = [1, 1, 3].",🔴,N/A,N/A,N/A,Algorithm implementation; optimization problem,YES,"Greedy: pick best option at each step. Don't look back, just take what's best now"
878,Find the maximum product subarray in a given array.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Use sliding window - expand right until condition met, then shrink left. Like a rubber band"
879,Find the maximum subarray product,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Use sliding window - expand right until condition met, then shrink left. Like a rubber band"
880,Find the maximum subarray sum.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Use sliding window - expand right until condition met, then shrink left. Like a rubber band"
881,Find the median of two sorted arrays.,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Binary search: cut problem in half each time. Compare middle with target, eliminate half"
882,Find the minimum and maximum elements in an array using minimum comparisons.,🔴,N/A,N/A,N/A,Algorithm implementation; optimization,YES,"Greedy: pick best option at each step. Don't look back, just take what's best now"
883,Find the minimum characters to insert to make a string a palindrome.,🔴,N/A,N/A,N/A,Algorithm implementation; string manipulation,YES,"Use two pointers - one from left, one from right. Compare and move them toward each other"
884,Find the minimum window substring.,🔴,N/A,N/A,N/A,Algorithm implementation; sliding window,YES,"Use sliding window - expand right until condition met, then shrink left. Like a rubber band"
885,Find the number of rotations in a circularly sorted array.,🔴,N/A,N/A,N/A,Algorithm implementation; binary search,YES,"Binary search: cut problem in half each time. Compare middle with target, eliminate half"
887,Find the palindromes.,🔴,N/A,N/A,N/A,Algorithm implementation; string manipulation,YES,"Use two pointers - one from left, one from right. Compare and move them toward each other"
888,Find the shortest distance between two points.,🔴,N/A,N/A,N/A,Algorithm implementation; math calculation,YES,"Use sliding window - expand right until condition met, then shrink left. Like a rubber band"
889,Find the shortest path in a graph.,🔴,N/A,N/A,N/A,Algorithm implementation; graph algorithm,YES,"Use sliding window - expand right until condition met, then shrink left. Like a rubber band"
890,Find the shortest subsequence of a cyclic string S that contains all characters of a pattern k.,🔴,N/A,N/A,N/A,Algorithm implementation; string matching,YES,"Use sliding window - expand right until condition met, then shrink left. Like a rubber band"
891,"Find the sum of all elements in a binary tree that fall within the range [low, high], where 'low' and 'high' are integers.",🔴,N/A,N/A,N/A,Algorithm implementation; tree traversal,YES,Visit nodes in order (left → root → right or root → left → right). Use recursion or stack
892,Find the total number of unique paths in a maze from the source to the destination.,🔴,N/A,N/A,N/A,Algorithm implementation; dynamic programming,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
893,"For a dataset with a million data points, would you use a DNN or KNN? Why?",🔴,N/A,N/A,N/A,ML theory explanation; algorithm selection,NO,N/A - Too complex or not relevant
898,Generate Parentheses,🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Use a stack - last opened must be first closed. Like stacking plates: last in, first out"
906,"Given 2 strings, return the longest common substring.",🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Use sliding window - expand right until condition met, then shrink left. Like a rubber band"
907,"Given a biased coin function, write another function to make it return heads or tails with equal probability.",🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,Probability = favorable outcomes / total outcomes. Calculate chance of something happening
908,"Given a binary array where an operation cycles a row's elements to the left or right, return the minimum number of operations needed to create a column of 1s. If not possible, return 0.",🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Use two pointers - one from left, one from right. Compare and move them toward each other"
909,"Given a binary matrix with every row sorted, find the index of the row containing the most number of 1s.",🔴,N/A,N/A,N/A,Algorithm implementation; coding question,YES,"Arrange items in order. Compare pairs, swap if needed. Many ways: quick sort, merge sort"
910,"Given a binary tree, check if each node is the average of all descendants",🔴,N/A,N/A,N/A,Algorithm implementation; tree traversal,YES,Visit nodes in order (left → root → right or root → left → right). Use recursion or stack
912,"Given a castle with rooms named after flowers where each room has an instruction to the next room, write an algorithm to find the rooms containing treasure.",🔴,N/A,N/A,N/A,Algorithm implementation; graph traversal,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
913,"Given a Directed Acyclic Graph (DAG), write a function to return the length of the longest path.",🔴,N/A,N/A,N/A,Algorithm implementation; graph algorithm,YES,"Use sliding window - expand right until condition met, then shrink left. Like a rubber band"
914,"Given a factory represented as a 2D grid with some cells blocked and some containing robots, determine if the robots can collectively reach all unblocked cells.",🔴,N/A,N/A,N/A,Algorithm implementation; graph problem,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
916,"Given a fully or partially attempted 9x9 Sudoku board, determine if it is a valid solution.",🔴,N/A,N/A,N/A,Algorithm implementation; constraint satisfaction,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)"
