question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes,salvageable,simple_explanation,bucket
1039,How do convolutional neural networks (CNNs) differ from traditional neural networks in processing image data?,🔴,N/A,N/A,N/A,ML theory explanation; neural networks,YES,CNN = good for images (spatial patterns). RNN = good for sequences (time patterns),C
1043,How do you adjust the creativity of generative AI models?,🔴,N/A,N/A,N/A,ML theory explanation; model tuning,NO,N/A - Too complex or not relevant,C
1049,How do you avoid overfitting a model?,🔴,N/A,N/A,N/A,ML theory explanation; model training,YES,"Model memorizes training data too well, fails on new data. Fix: more data, simpler model, regularization",C
1060,How do you choose a loss function for a machine learning problem?,🔴,N/A,N/A,N/A,ML theory explanation; model selection,NO,N/A - Too complex or not relevant,C
1107,How do you handle imbalanced data?,🔴,N/A,N/A,N/A,ML theory explanation; data preprocessing,NO,N/A - Too complex or not relevant,C
1145,How do you select input for modeling if there are features highly correlated with each other?,🔴,N/A,N/A,N/A,ML theory explanation; feature selection,NO,N/A - Too complex or not relevant,C
1146,How do you select the value of 'k' in the k-means algorithm?,🔴,N/A,N/A,N/A,ML theory explanation; clustering,NO,N/A - Too complex or not relevant,C
1155,How do you test your machine learning models for production?,🔴,N/A,N/A,N/A,ML theory explanation; model testing,NO,N/A - Too complex or not relevant,C
1179,How is gradient descent and model optimization used in linear regression?,🔴,N/A,N/A,N/A,ML theory explanation; optimization,NO,N/A - Too complex or not relevant,C
1372,How would you handle hallucinations in a generative AI model deployed to users?,🔴,N/A,N/A,N/A,ML implementation; technical question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)",C
1585,"Hypothesis Testing: Suppose a PM claims that users, on average, spend about $50 per month on Amazon. However, you doubt this claim and believe the average should be higher. You sample 100 users and...",🔴,N/A,N/A,N/A,Statistical hypothesis testing; math question,NO,N/A - Too complex or not relevant,C
1600,"If GPU utilization is low during training, how would you debug and benchmark performance?",🔴,N/A,N/A,N/A,ML debugging; technical question,NO,N/A - Too complex or not relevant,C
1615,"If you discovered that your model was exposing sensitive data from its training set, what would you do next?",🔴,N/A,N/A,N/A,ML security; technical question,NO,N/A - Too complex or not relevant,C
1653,"Imagine you're part of a team deploying a conversational AI model that can reason across sensitive topics. During internal testing, you discovered that the model usually gives overly confident but ...",🔴,N/A,N/A,N/A,ML safety; technical question,NO,N/A - Too complex or not relevant,C
2195,What are common linear regression problems?,🔴,N/A,N/A,N/A,ML theory; technical question,NO,N/A - Too complex or not relevant,C
2200,What are some effective loss functions for computer vision models?,🔴,N/A,N/A,N/A,ML theory; technical question,NO,N/A - Too complex or not relevant,C
2213,What are the different types of software testing?,🔴,N/A,N/A,N/A,Software testing theory; technical question,NO,N/A - Too complex or not relevant,C
2324,"What is overfitting or underfitting? Which models are most likely to experience this, and why?",🔴,N/A,N/A,N/A,ML theory; technical question,YES,"Model memorizes training data too well, fails on new data. Fix: more data, simpler model, regularization",C
2340,What is the important mechanism that happens within Random Forest and what does bootstrapping do in this algorithm?,🔴,N/A,N/A,N/A,ML theory; technical question,NO,N/A - Too complex or not relevant,C
2390,What methods or metrics did you use to evaluate how well your LLM performs?,🔴,N/A,N/A,N/A,ML evaluation; technical question,NO,N/A - Too complex or not relevant,C
2392,What metrics did you use to train and evaluate your models?,🔴,N/A,N/A,N/A,ML metrics; technical question,NO,N/A - Too complex or not relevant,C
2393,What metrics do you monitor after deploying a machine learning model?,🔴,N/A,N/A,N/A,ML monitoring; technical question,NO,N/A - Too complex or not relevant,C
2402,What metrics would you track to evaluate the performance of your ML pipeline?,🔴,N/A,N/A,N/A,ML pipeline metrics; technical question,NO,N/A - Too complex or not relevant,C
2449,What testing methodologies are commonly used to ensure reliability and performance of AI models in production environments?,🔴,N/A,N/A,N/A,ML testing; technical question,NO,N/A - Too complex or not relevant,C
2453,What trends and challenges are in your ML specialty?,🔴,N/A,N/A,N/A,ML trends; technical question,NO,N/A - Too complex or not relevant,C
2527,Where do vanishing gradients occur in a neural network?,🔴,N/A,N/A,N/A,ML theory; technical question,YES,CNN = good for images (spatial patterns). RNN = good for sequences (time patterns),C
2617,Why is a deep neural network better than a shallow neural network?,🔴,N/A,N/A,N/A,ML theory; technical question,YES,CNN = good for images (spatial patterns). RNN = good for sequences (time patterns),C
23,"Among the following PM traits, which is your greatest strength and which is your greatest weakness: working with engineering, execution, ideation and visioning, working with design, working with metrics?",🔴,N/A,N/A,N/A,Behavioral self-assessment,NO,N/A - Too complex or not relevant,E
29,"Are you familiar with AI prototyping? Which tools or platforms have you used, and what has your experience been with them so far?",🔴,N/A,N/A,N/A,Behavioral; tool familiarity,NO,N/A - Too complex or not relevant,E
36,"As a manager, how do you handle trade-offs?",🔴,N/A,N/A,N/A,Abstract behavioral; no specific scenario,NO,N/A - Too complex or not relevant,E
1196,How many lane divider stripes are there on the German autobahn?,🔴,N/A,N/A,N/A,Math estimation; brain teaser,NO,N/A - Too complex or not relevant,E
1612,"If you could go to anywhere in the world, where would you go?",🔴,N/A,N/A,N/A,Personal question; not relevant,NO,N/A - Too complex or not relevant,E
1860,Tell me about a machine learning project you worked on and its outcome.,🔴,N/A,N/A,N/A,ML project; technical question,NO,N/A - Too complex or not relevant,E
1861,Tell me about a machine learning project you worked on.,🔴,N/A,N/A,N/A,ML project; technical question,NO,N/A - Too complex or not relevant,E
1862,Tell me about a machine learning research topic you find interesting.,🔴,N/A,N/A,N/A,ML research; technical question,YES,"Understand the concept, break into steps, use appropriate data structure (hash map, array, tree, etc.)",E
1870,Tell me about a project where you applied the CAP theorem.,🔴,N/A,N/A,N/A,System design theory; technical question,NO,N/A - Too complex or not relevant,E
1885,Tell me about a system design problem you solved with machine learning.,🔴,N/A,N/A,N/A,ML system design; technical question,NO,N/A - Too complex or not relevant,E
2116,Tell me about your day as a software engineer.,🔴,N/A,N/A,N/A,Technical role description; not relevant for data analyst,NO,N/A - Too complex or not relevant,E
2119,Tell me about your experience with computer vision.,🔴,N/A,N/A,N/A,ML specialization; technical question,NO,N/A - Too complex or not relevant,E
2121,Tell me about your experience with Java.,🔴,N/A,N/A,N/A,Programming language; technical question,NO,N/A - Too complex or not relevant,E
2122,Tell me about your experience with JavaScript.,🔴,N/A,N/A,N/A,Programming language; technical question,NO,N/A - Too complex or not relevant,E
2123,Tell me about your experience with natural language processing.,🔴,N/A,N/A,N/A,ML specialization; technical question,NO,N/A - Too complex or not relevant,E
2125,Tell me about your experience with React.,🔴,N/A,N/A,N/A,Programming framework; technical question,NO,N/A - Too complex or not relevant,E
2126,Tell me about your experience with RxJava.,🔴,N/A,N/A,N/A,Programming framework; technical question,NO,N/A - Too complex or not relevant,E
2127,Tell me about your experience with TypeScript.,🔴,N/A,N/A,N/A,Programming language; technical question,NO,N/A - Too complex or not relevant,E
2152,Tell us about one of your trips.,🔴,N/A,N/A,N/A,Personal question; not relevant,NO,N/A - Too complex or not relevant,E
2191,What activities or strategies do you use to keep yourself motivated and interested in coding?,🔴,N/A,N/A,N/A,Coding motivation; not relevant for data analyst,NO,N/A - Too complex or not relevant,E
2361,What is your experience with machine learning?,🔴,N/A,N/A,N/A,ML experience; technical question,NO,N/A - Too complex or not relevant,E
2496,What's your approach to prompt engineering?,🔴,N/A,N/A,N/A,Prompt engineering; ML technical question,NO,N/A - Too complex or not relevant,E
2498,What's your experience with 3D graphics?,🔴,N/A,N/A,N/A,3D graphics; technical question,NO,N/A - Too complex or not relevant,E
2499,What's your experience with DirectX?,🔴,N/A,N/A,N/A,DirectX; technical question,NO,N/A - Too complex or not relevant,E
2500,What's your experience with ray tracing in video games?,🔴,N/A,N/A,N/A,Ray tracing; technical question,NO,N/A - Too complex or not relevant,E
2561,Why did you become a Software Engineer?,🔴,N/A,N/A,N/A,Career choice; not relevant for data analyst,NO,N/A - Too complex or not relevant,E
2562,Why did you become an engineer?,🔴,N/A,N/A,N/A,Career choice; not relevant for data analyst,NO,N/A - Too complex or not relevant,E
2737,"You're a PM at Instacart responsible for growing the Business Customers segment. What strategies would you implement to attract and retain businesses such as restaurants, retailers, and offices?",🔴,N/A,N/A,N/A,Coding/algorithm/ML; implementation required,YES,Break into steps. Identify data structures needed. Write functions for each operation,E
2846,You're leading a geographically dispersed team. What strategies and practices would you implement to ensure clear and effective communication?,🔴,N/A,N/A,N/A,Coding/algorithm/ML; implementation required,YES,"Graph = nodes connected by edges. Visit neighbors, mark visited. Use queue (BFS) or stack (DFS)",E
