question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
243,Describe your communication style when working with C-suite executives.,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Executive communication; behavioral question
205,"Describe a program you led from start to finish, including challenges, conflict resolution, and its overall impact.",🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Program leadership; behavioral question
241,Describe to me what your typical day would be like in Amazon as a Technical Program Manager.,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),TPM role; day-to-day operations
901,Give an example of when the program manager managed headcount and budgeting for a project.,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Project management; behavioral question
1009,Have you ever worked on something without waiting for your manager's go-ahead? What made you decide to do that?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Initiative; behavioral question
1056,How do you build and manage a project schedule?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Project scheduling; operational excellence
1097,How do you expand your product management skills?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Skill development; behavioral question
1126,How do you manage projects under pressure?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Pressure management; behavioral question
1297,How would you define the role of a product manager?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Role definition; behavioral question
2142,Tell me about your program execution style.,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Execution style; behavioral question
2225,What are the most important attributes of a Product Manager and why? Provide examples from your past experiences that demonstrate these attributes.,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),PM attributes; behavioral question
2235,What are the top five traits of a product manager?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),PM traits; behavioral question
2247,What are your strengths and weaknesses as a product manager?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Strengths/weaknesses; behavioral question
2250,What are your weaknesses as a product manager and how do you mitigate them?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Weaknesses; behavioral question
2251,What areas would you like to personally improve as a Product Manager?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Self-improvement; behavioral question
2252,What aspects do you like about product management and what aspects do you not like?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),PM preferences; behavioral question
2262,What do you find to be the most challenging part of being a Product Manager?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),PM challenges; behavioral question
2268,What do you like most about being a Technical Program Manager?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),TPM role; behavioral question
2275,What does it mean to excel as a product manager and how can you excel in any team or project?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),PM excellence; behavioral question
2301,What happens when a team member takes sick leave with an upcoming project deadline?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Team management; behavioral question
2305,What have you learned from your experience as a founder that would make you a good product manager?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Founder experience; behavioral question
2332,What is the difference between a product manager and a product owner?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Role definition; behavioral question
2349,What is the most technical initiative you have handled as a Product Manager?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Technical initiative; behavioral question
2378,What is your philosophy of Product Management?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),PM philosophy; behavioral question
2389,What makes a good product manager?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),PM qualities; behavioral question
2482,What's a tool you think other product managers should use?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Tool recommendation; behavioral question
2484,What's the best and worst performing team you've been on?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Team performance; behavioral question
2684,You are working on a project remotely without meeting team members. What steps would you take to ensure smooth operations?,🟢,P15E,Leadership & Collaboration,Situation → Task → Action → Result (STAR),Remote work; operational excellence
