question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
1521,How would you optimize booking.com to improve conversion rates?,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Conversion optimization; funnel analysis
1581,How would you use cohorts to identify retention issues?,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Cohort analysis; funnel analysis
1696,"In a multi-step funnel with drop-offs at each stage, which stage would you prioritize addressing first?",🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel prioritization; funnel analysis
1756,Only 1 in 5 riders tips their driver after a ride. How would you improve this?,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Tip improvement; funnel analysis
1846,"Suppose adoption is high, but retention is low—how would you diagnose and communicate the issue?",🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Retention issue; funnel analysis
2157,The product team reports a decline in 30-day user retention. How would you approach this problem?,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Retention decline; funnel analysis
2506,"What's your favorite fitness product, and what would you do if you found that its users dropped off after 3 months?",🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Retention issue; funnel analysis
2566,"Why do Netflix users activated by watching series have low retention rates, and what solutions do you propose?",🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Retention issue; funnel analysis
2658,You are a PM at Intuit. Increase the adoption rate for quickbooks.,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Adoption rate; funnel analysis
2671,You are in charge of the purchase experience at Back Market. A colleague tells you a lot of users try to buy large quantities of products from sellers. He thinks we need to build a checkout funnel ...,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Checkout funnel; funnel analysis
2706,"You work at SFO airport, and the CEO asks you to improve the experience from car drop-off to boarding the plane. What's one recommendation you would make?",🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2715,You're a PM at a food delivery app where conversion rates have declined over the past week. How would you investigate the causes? (Conversion: From users browsing to placing orders.),🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2720,You're a PM at a travel booking platform. Which step of the booking process would you address first to reduce drop-offs?,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2723,"You're a PM at AllTrails. How would you improve its retention rates, including for its premium subscription service?",🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2726,You're a PM at an e-commerce site. What percentage discount should different customers get during onboarding?,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2731,You're a PM at Facebook. How would you decide whether to remove the profile photo step from the onboarding experience?,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2738,You're a PM at Instacart. What would you do to improve retention?,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2744,"You're a PM at Lyft and want to deploy a ride-sharing service using a self-driving car in Palo Alto. How would you choose around 10 pickup and drop-off locations, assuming routes are safe and pre-p...",🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2807,You're a PM for Instagram. You notice the Month-on-Month retention is down by 20%. What might be happening?,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2817,You're a PM for Meta. How would you measure the success of the onboarding and sign up experience for Facebook.,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2830,You're a PM in the Onboarding team. You have to increase the conversion of the onboarding funnel by 15% in 3 months.,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2887,You’re a PM at CarGurus. You launched in Canada 8 months ago and conversions are lower in Canada than the US. What would you do?,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
2892,You’ve been asked to analyze the performance of a newly launched onboarding experience. What steps would you take?,🟢,P3,Funnel Analysis,Define Funnel → Drop-off → Diagnose Friction → Test Fix,Funnel analysis
