question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
194,Define success metrics for Facebook Pay.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; payment platform
195,Define success metrics for Zoom for Business.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; B2B video platform
197,Define the goals and success metrics for the default pick-up location pin feature.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature goals; location feature
239,"Describe the worst customer experience possible with Ticketmaster, Turo, or a major hotel chain. Then, identify a north-star metric and propose an MVP solution.",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Customer experience improvement; MVP design
253,Design a 'maker-checker' feature in a finance platform where each manual action requires two individuals: the executor and the approver.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature design; finance platform
255,Design a banking app for kids.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; banking for kids
257,Design a better alarm clock.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; alarm clock
258,Design a better dog bowl.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; pet product
259,Design a better dog collar.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; pet product
260,Design a better experience for attending large events. How would you implement and test it? What would the user experience look like?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; event experience
261,Design a better grocery shopping experience.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; grocery shopping
262,Design a betting/auction platform for auction houses.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; auction platform
263,Design a bike program for Google's Mountain View campus.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; campus program
264,Design a bike-sharing system for your city.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; bike sharing
265,Design a birthday app for Facebook.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; social app
266,Design a birthday app.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; birthday app
267,Design a bookshelf for children.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; furniture
268,Design a bookshelf for elderly people.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; furniture for elderly
269,Design a bookshelf.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; furniture
270,Design a camera for Instagram users.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; camera
271,Design a camera for the elderly.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; camera for elderly
272,Design a car for seniors.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; automotive
273,Design a car stereo.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; car audio
274,Design a cashless candy dispensing machine.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; vending machine
275,Design a cereal dispenser.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; kitchen appliance
276,Design a chair for the disabled.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; accessibility
277,Design a chess board and a Netflix recommendation engine.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; mixed question
278,Design a clock for children.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; clock
280,Design a competitor product to Spotify.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; competitive product
281,Design a cookbook app.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; cookbook app
282,Design a credit card module for kids.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; financial product for kids
300,Design a digital library to encourage kids to read.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; education platform
301,Design a direct competitor to your favorite product.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; competitive product
308,Design a Facebook app to connect users with handymen.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; marketplace platform
310,Design a fashion product for Facebook.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; fashion platform
311,Design a feature to locate items.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature design; location tracking
314,Design a file upload feature for an AI chat application.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature design; file upload
315,Design a financial app aimed at college students.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; financial app
316,Design a financial product for kids.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; financial product for kids
317,Design a fire alarm for the deaf.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; accessibility
318,Design a fitness app for Facebook.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; fitness app
319,Design a fitness app.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; fitness app
320,Design a fitness tracker like Nike Training Club.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; fitness tracker
321,Design a food delivery app for restaurant owners and food vendors.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; food delivery
322,"Design a food delivery app including UX for seller app, MVP creation, success metrics, user app flow, and geo-based hotel search.",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; food delivery with metrics
323,Design a food pickup app for Yelp engineers.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; food pickup
326,Design a fundraising product.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; fundraising
327,Design a garage door opener.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; IoT device
328,Design a gardening product for Meta.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; gardening
329,"Design a gift-giving service for Google. Describe the user interface, technical implementation strategy, go-to-market plan, and estimate the service's total addressable market.",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; gift service with GTM
330,Design a Google Nest/Home for an elderly person.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; smart home for elderly
331,Design a Google Pixel Tablet for restaurants.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; tablet for restaurants
332,Design a Google product for individuals living in retirement homes.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; retirement homes
333,Design a Google product for the elderly.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; elderly users
334,Design a Google-branded inflight entertainment system.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; inflight entertainment
335,Design a grocery delivery mobile app.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; grocery delivery
336,Design a grocery list app.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; grocery list
337,Design a group chat application.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; messaging app
340,Design a hair comb for elderly (aged over 65).,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; accessibility
341,Design a health app within the Microsoft ecosystem.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; health app
342,Design a healthcare product for Meta.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; healthcare
343,Design a high-tech gym.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; fitness facility
344,Design a kayak rental service.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; rental service
346,Design a kitchen.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; kitchen
348,Design a language learning app for Meta.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; education app
349,Design a lawn mower.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; lawn mower
351,Design a lending library for communities.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; library service
352,Design a LinkedIn for blue collar workers.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; professional network
353,Design a listening product for Meta.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; audio product
357,Design a marketplace where freelancers bid on contract jobs with the lowest bid winning the contract.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; marketplace
358,Design a meditation app.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; meditation app
359,Design a messaging platform.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; messaging
360,Design a Meta product for space travel.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; space travel
364,Design a mobile app for Disney theme parks.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; theme park app
365,Design a mobile app to celebrate birthdays.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; birthday app
369,Design a mortgage app.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; financial app
371,Design a music streaming service for Facebook.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; music streaming
372,Design a new cane.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; accessibility
373,"Design a new communication device for the elderly, capturing 80% of the market, excluding smartphones.",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; communication device
374,Design a new feature for WhatsApp group messages.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature design; messaging
375,Design a new feature for YouTube.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature design; video platform
376,"Design a new product that Apple could announce in 5-6 years. What features and innovations would it include, and how would it enhance the current Apple ecosystem?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product strategy; future product
377,Design a new volunteer feature in the Facebook app.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature design; social platform
378,Design a new way for tourists to communicate.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; travel communication
380,Design a next-generation elevator if Google were to enter this market.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; elevator
381,Design a next-generation elevator.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; elevator
382,Design a parking garage for a high-tech shopping center.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; parking system
383,Design a parking lot.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; parking
384,Design a parking solution for one of your favourite navigation apps.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; parking integration
385,Design a payment screen mockup with virtual card numbers.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature design; payment UI
386,Design a payment system for teenage boys in Italy.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; payment system
388,Design a performance tracking app for cyclists.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; fitness tracking
390,"Design a personalized user experience for Paytm, a payments and financial services app.",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; personalization
391,Design a physical product for Airbnb.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; physical product
393,Design a platform for home-chefs.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; marketplace
394,Design a platform for users to enjoy art.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; art platform
395,Design a platform that matches people wanting to learn skills with relevant mentors.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; education marketplace
396,Design a podcast app for Facebook.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; podcast app
397,Design a podcast platform.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; podcast platform
398,Design a price alert tracking UI,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature design; price alerts
399,Design a product at Facebook to improve the layover experience.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; travel experience
400,Design a product for air travelers.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; travel
401,Design a product for airports.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; airport services
402,Design a product for board meetings.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; board meetings
403,Design a product for borrowing and lending.,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product design; lending platform
