question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
1393,How would you improve Facebook Marketplace?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1394,How would you improve Facebook's timeline?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1396,How would you improve Gmail?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1397,How would you improve Google Drive?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1398,How would you improve Google Maps?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1399,How would you improve Houseparty?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1400,How would you improve Houzz?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1401,How would you improve iOS for the next 3-5 years?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1402,How would you improve LinkedIn Messaging?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1403,How would you improve Netflix's Help experience using AI?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; AI integration
1404,How would you improve Netflix?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1405,How would you improve OpenTable?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1407,How would you improve Patreon?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1411,How would you improve Rover?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1412,How would you improve shipment tracking on Amazon?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Feature improvement; product design
1413,How would you improve Shopify for new merchants who have difficulty sourcing products to sell?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1414,How would you improve someone's dining experience?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience improvement; product design
1415,How would you improve Spotify as a podcast app?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1416,How would you improve Spotify?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1417,How would you improve SSENSE?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1418,How would you improve Stripe Payments?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1420,How would you improve TED?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1421,How would you improve the Amazon shopping experience?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience improvement; product design
1422,How would you improve the Capital One mobile app?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1423,How would you improve the Capital One website?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1425,How would you improve the DMV?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience improvement; product design
1426,How would you improve the Doordash post-order experience?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience improvement; product design
1427,How would you improve the experience at a DMV?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience improvement; product design
1428,How would you improve the experience at amusement parks?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience improvement; product design
1429,How would you improve the Facebook feed?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1430,How would you improve the Meta Horizon World product?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1431,How would you improve the movie watching experience?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience improvement; product design
1432,How would you improve the NBA League Pass for basketball fans?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1433,How would you improve the parking experience as a product manager for Google Maps?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience improvement; product design
1434,How would you improve the passenger experience at a major metropolitan airport?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience improvement; product design
1435,How would you improve the Pinterest experience?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1436,How would you improve the post-booking experience for TaskRabbit?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience improvement; product design
1437,How would you improve the quality of Airbnb over the next six months?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1438,How would you improve the search function on Walmart.com?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Feature improvement; product design
1439,How would you improve the Spotlight feature at Snapchat?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Feature improvement; product design
1441,How would you improve the worst post-booking experience at an airline?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience improvement; product design
1442,How would you improve the worst post-booking experience for OpenTable?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience improvement; product design
1443,How would you improve Uber Eats?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1444,How would you improve Uber?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1446,How would you improve Venmo? What features would you build and why?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1447,How would you improve walmart.com?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1448,How would you improve your favorite music application?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1449,How would you improve your favorite product?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1450,How would you improve YouTube?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1452,How would you improve Zoom?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1471,How would you integrate social features into the Coinbase platform?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Feature integration; product design
1474,How would you launch a Copilot Plus feature in Surface?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Feature launch; product design
1475,How would you launch a new product in the blue-collar service industry?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product launch; product strategy
1476,How would you launch a new product to our existing user base?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product launch; product strategy
1477,How would you launch a product for a digital library as a Google PM?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product launch; product strategy
1478,How would you launch a product for the proactivity space in Gemini?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product launch; product strategy
1479,How would you launch a scheduled rides feature for Uber or Lyft?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Feature launch; product design
1480,How would you launch Amazon in Nigeria?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Market expansion; product strategy
1481,How would you launch Instagram Reels?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product launch; product strategy
1526,How would you position a new B2B SaaS product?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product positioning; product strategy
1543,How would you re-architect WordPerfect as a PM to increase its market share?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product redesign; product strategy
1545,How would you redesign Instagram's DM feature?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Feature redesign; product design
1547,How would you redesign the gas station experience?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience redesign; product design
1548,How would you redesign the worst experience on Ticketmaster to improve it?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience redesign; product design
1570,How would you solve traffic congestion in Seattle?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Problem solving; product strategy
1586,Identify a product with untapped potential. Propose three new features for this product and outline how you would assess their effectiveness.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product ideation; product design
1587,Identify any pain points you've experienced using an airline's mobile app. How would you address them?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Pain point identification; product design
1596,"If Facebook wants to enter the podcast space, what would you build?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design; new product
1599,"If Google wants to enter the market for helping people find lost belongings, what should the product look like, and should it be built?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design; new product
1602,"If Mark Zuckerberg asked you to create a product for athletes, what would you build?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design; new product
1605,"If the CEO of Google asks for a product that allows meetings in person, what would you create for the next 5-10 years?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design; new product
1609,"If WhatsApp becomes the default OS communication layer, how should Android respond?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Strategic response; product strategy
1616,"If you had $1 billion, what would you build using generative AI?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product ideation; product design
1618,"If you had a teleportation device, how would you build a product from it?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product ideation; product design
1619,"If you had access to 20 years of geo-related data, such as street view and satellite imagery, what product would you build?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product ideation; product design
1622,"If you had unlimited resources at Google, what would you build and why?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product ideation; product design
1624,"If you have allocated budget, how would you solve the climate crisis problem?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Problem solving; product strategy
1630,"If you were PM for Twitter Spaces, how would you improve it?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1632,"If you were the PM for the search results page, how would you design the relevance?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Search design; product design
1638,Imagine the providers of Google Glass reduced the production cost to $10; what actions would you take?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Cost change response; product strategy
1641,Imagine you are a PM at Amazon and Walmart is entering your country. How would you respond?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Competitive response; product strategy
1645,Imagine you're a PM for Alaska Airlines. How would you improve the in-flight experience for customers?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience improvement; product design
1646,Imagine you're a PM for Facebook. Design a product for teens.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design; new product
1647,Imagine you're a PM for Meta. Design a product for hobbyists (eg. gardening),🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design; new product
1648,Imagine you're a PM for Meta. Design a product for Volunteering. What would you build? Why?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design; new product
1650,Imagine you're a startup founder and a VC asked you to build a company in the space of an AI career coaching. What would you build?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design; new product
1682,Improve Discord.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1683,Improve Facebook's Crisis Alert feature.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Feature improvement; product design
1684,Improve Google Maps for group travel.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1685,Improve how Slack enables collaboration.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1686,Improve Pinterest.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1687,Improve StubHub.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1688,Improve the Apple Watch.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1689,Improve the Oculus Go.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1690,Improve the Oculus Store.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1691,Improve the post-booking experience for Turo.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience improvement; product design
1692,Improve the seller drop-off experience on the GOAT app.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience improvement; product design
1693,Improve the worst post-booking experience for Ticketmaster.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience improvement; product design
1694,Improve the worst post-booking experience for United Airlines.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience improvement; product design
1719,List four of your favorite Google products. What are some challenges one of them might face?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product analysis; product design
1720,List improvements for Evernote.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1723,"List three products you're fond of and knowledgeable about. Choose one to explain why you like it, and outline your approach to tailoring this product for a new market segment.",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product adaptation; product design
1727,"Lyft wants to invest in vertical take-off vehicles that can fit up to 4 people. How should we approach the market, who should be our target audience, and what features should we prioritize in our p...",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product strategy; product design
1740,Meta wants to build a product for handymen like plumbers and carpenters. How would you design it?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design; new product
1749,"Name three bad products. Then, pick one to improve.",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product improvement; product design
1763,Pick a random object in your room. How would you redesign it?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product redesign; product design
1778,Product Sense - Build a product for sports.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design; new product
1779,Propose a new feature for Perplexity.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Feature proposal; product design
1784,Redesign a DMV system.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,System redesign; product design
1785,Redesign a TV remote control.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product redesign; product design
1786,Redesign Google Maps to increase engagement with small businesses.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product redesign; product design
1787,Redesign the airport experience.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Experience redesign; product design
1788,Reinvent a backpack with 10 new features.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product reinvention; product design
1789,Reinvent a pillow with 10 new features.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product reinvention; product design
1790,Reinvent a trashcan with 10 new features.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product reinvention; product design
1817,"Should Google enter the Metaverse space? If so, how?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Market entry; product strategy
1831,"Should Uber launch an 'Uber for Kids' service? If so, how would you design it?",🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product design; new product
1852,Tell me about a bad experience you had with a low-tech product.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product critique; product design
1865,Tell me about a popular product you use. How would you design a competitor and what features would you prioritize?,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Competitive design; product design
1878,Tell me about a SaaS product you really like using.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product analysis; product design
1884,Tell me about a software product that you recently had a bad experience with and why you felt that way as a user.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Product critique; product design
1904,Tell me about a time when you created a product or feature without the client requesting it.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Proactive product; behavioral question
1983,Tell me about a time when you redesigned the interface of clinical trial software for enhanced user simplicity.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Interface redesign; behavioral question
1999,Tell me about a time when you used customer feedback to drive innovation.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Customer-driven innovation; behavioral question
2027,Tell me about a time where you ideated and launched a strategy from scratch.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Strategy launch; behavioral question
2030,Tell me about a time you anticipated the needs of a customer.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Customer anticipation; behavioral question
2100,Tell me about an idea you came up with and followed through to implementation.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Idea implementation; behavioral question
2117,Tell me about your design process.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,Design process; behavioral question
2124,Tell me about your experience with product launches in international markets.,🟢,P4,Product Design,User Needs → Jobs-to-be-Done → Features → Prioritize → Test,International launch; behavioral question
